,clock,x,y,z
77,1588690449.59593,-8965.09937476844,4427.807923112651,146.66354844760437
78,1588690450.59593,-8967.894037045016,4422.146974854023,146.6037960505019
79,1588690451.59593,-8970.685124715192,4416.484263925719,146.54398521706364
80,1588690452.59593,-8973.47263666644,4410.819792584898,146.4841159711302
81,1588690453.59593,-8976.256571787657,4405.153563089421,146.42418833656544
82,1588690454.59593,-8979.036928969164,4399.48557769785,146.3642023372566
83,1588690455.59593,-8981.81370710271,4393.815838669446,146.3041579971141
84,1588690456.59593,-8984.58690508147,4388.144348264169,146.2440553400716
85,1588690457.59593,-8987.35652180005,4382.471108742678,146.18389439008612
86,1588690458.59593,-8990.122556154472,4376.796122366328,146.12367517113782
87,1588690459.59593,-8992.8850070422,4371.119391397172,146.06339770723005
88,1588690460.59593,-8995.643873362116,4365.4409180979565,146.00306202238949
89,1588690461.59593,-8998.399154014536,4359.760704732124,145.94266814066594
90,1588690462.59593,-9001.150847901203,4354.07875356381,145.88221608613244
91,1588690463.59593,-9003.898953925293,4348.395066857842,145.82170588288525
92,1588690464.59593,-9006.643470991408,4342.709646879741,145.7611375550437
93,1588690465.59593,-9009.384398005583,4337.022495895716,145.70051112675037
94,1588690466.59593,-9012.121733875281,4331.333616172669,145.639826622171
95,1588690467.59593,-9014.855477509403,4325.643009978191,145.5790840654944
96,1588690468.59593,-9017.585627818275,4319.950679580558,145.51828348093267
97,1588690469.59593,-9020.312183713657,4314.256627248737,145.45742489272087
98,1588690470.59593,-9023.035144108744,4308.560855252378,145.39650832511728
99,1588690471.59593,-9025.754507918164,4302.86336586182,145.33553380240326
100,1588690472.59593,-9028.470274057976,4297.164161348084,145.27450134888332
101,1588690473.59593,-9031.182441445675,4291.463243982875,145.213410988885
102,1588690474.59593,-9033.89100900019,4285.760616038581,145.15226274675894
103,1588690475.59593,-9036.595975641885,4280.056279788272,145.09105664687885
104,1588690476.59593,-9039.297340292558,4274.3502375057,145.02979271364154
105,1588690477.59593,-9041.995101875444,4268.6424914652935,144.96847097146681
106,1588690478.59593,-9044.689259315215,4262.933043942165,144.90709144479754
107,1588690479.59593,-9047.37981153798,4257.221897212101,144.84565415809962
108,1588690480.59593,-9050.066757471279,4251.509053551569,144.784159135862
109,1588690481.59593,-9052.750096044098,4245.79451523771,144.72260640259665
110,1588690482.59593,-9055.429826186855,4240.07828454834,144.66099598283844
111,1588690483.59593,-9058.105946831412,4234.360363761953,144.59932790114536
112,1588690484.59593,-9060.778456911064,4228.640755157713,144.53760218209834
113,1588690485.59593,-9063.447355360546,4222.919461015459,144.47581885030127
114,1588690486.59593,-9066.112641116037,4217.196483615702,144.41397793038098
115,1588690487.59593,-9068.77431311515,4211.471825239623,144.35207944698732
116,1588690488.59593,-9071.432370296941,4205.745488169073,144.29012342479305
117,1588690489.59593,-9074.08681160191,4200.017474686572,144.22810988849386
118,1588690490.59593,-9076.737635971995,4194.287787075309,144.1660388628084
119,1588690491.59593,-9079.384842350575,4188.55642761914,144.10391037247817
120,1588690492.59593,-9082.028429682474,4182.823398602588,144.0417244422676
121,1588690493.59593,-9084.668396913954,4177.08870231084,143.97948109696407
122,1588690494.59593,-9087.304742992725,4171.3523410297485,143.91718036137777
123,1588690495.59593,-9089.937466867937,4165.614317045829,143.85482226034182
124,1588690496.59593,-9092.566567490188,4159.8746326462615,143.79240681871218
125,1588690497.59593,-9095.192043811516,4154.133290118886,143.7299340613677
126,1588690498.59593,-9097.813894785404,4148.390291752205,143.66740401321
127,1588690499.59593,-9100.432119366782,4142.645639835378,143.6048166991636
128,1588690500.59593,-9103.046716512024,4136.899336658226,143.54217214417582
129,1588690501.59593,-9105.657685178952,4131.15138451123,143.47947037321686
130,1588690502.59593,-9108.26502432683,4125.401785685526,143.41671141127964
131,1588690503.59593,-9110.868732916375,4119.650542472905,143.35389528337987
132,1588690504.59593,-9113.468809909744,4113.897657165816,143.29102201455615
133,1588690505.59593,-9116.065254270547,4108.14313205736,143.22809162986974
134,1588690506.59593,-9118.65806496384,4102.386969441295,143.16510415440476
135,1588690507.59593,-9121.247240956129,4096.6291716120295,143.102059613268
136,1588690508.59593,-9123.832781215366,4090.869740864624,143.0389580315891
137,1588690509.59593,-9126.414684710953,4085.108679494789,142.97579943452033
138,1588690510.59593,-9128.992950413744,4079.345989798888,142.91258384723676
139,1588690511.59593,-9131.567577296039,4073.5816740739297,142.84931129493611
140,1588690512.59593,-9134.13856433159,4067.815734617574,142.7859818028389
141,1588690513.59593,-9136.705910495602,4062.0481737281266,142.72259539618824
142,1588690514.59593,-9139.269614764731,4056.2789937045395,142.65915210025003
143,1588690515.59593,-9141.829676117082,4050.5081968464106,142.59565194031276
144,1588690516.59593,-9144.386093532215,4044.7357854539814,142.53209494168763
145,1588690517.59593,-9146.938865991138,4038.9617618281386,142.4684811297085
146,1588690518.59593,-9149.487992476317,4033.1861282704094,142.40481052973183
147,1588690519.59593,-9152.033471971668,4027.4088870829646,142.34108316713676
148,1588690520.59593,-9154.575303462563,4021.6300405686147,142.27729906732506
149,1588690521.59593,-9157.113485935824,4015.84959103081,142.2134582557211
150,1588690522.59593,-9159.648018379734,4010.067540773641,142.14956075777184
151,1588690523.59593,-9162.178899784025,4004.283892101835,142.08560659894684
152,1588690524.59593,-9164.706129139888,3998.498647320757,142.0215958047383
153,1588690525.59593,-9167.229705439968,3992.7118087364074,141.95752840066092
154,1588690526.59593,-9169.749627678364,3986.923378655423,141.89340441225198
155,1588690527.59593,-9172.265894850636,3981.133359385075,141.82922386507136
156,1588690528.59593,-9174.7785059538,3975.3417532332664,141.76498678470142
157,1588690529.59593,-9177.287459986326,3969.548562508535,141.70069319674712
158,1588690530.59593,-9179.792755948145,3963.7537895200485,141.6363431268359
159,1588690531.59593,-9182.294392840644,3957.957436577606,141.5719366006177
160,1588690532.59593,-9184.792369666671,3952.1595059916363,141.50747364376502
161,1588690533.59593,-9187.286685430532,3946.360000073197,141.44295428197285
162,1588690534.59593,-9189.777339137989,3940.558921133974,141.37837854095858
163,1588690535.59593,-9192.264329796268,3934.7562714862793,141.31374644646215
164,1588690536.59593,-9194.74765641405,3928.9520534430517,141.24905802424593
165,1588690537.59593,-9197.227318001485,3923.146269317855,141.18431330009477
166,1588690538.59593,-9199.703313570177,3917.3389214248773,141.11951229981594
167,1588690539.59593,-9202.175642133192,3911.5300120789298,141.05465504923913
168,1588690540.59593,-9204.64430270506,3905.7195435954463,140.98974157421648
169,1588690541.59593,-9207.109294301774,3899.907518290482,140.92477190062255
170,1588690542.59593,-9209.570615940782,3894.093938480713,140.85974605435425
171,1588690543.59593,-9212.028266641004,3888.2788064834344,140.79466406133093
172,1588690544.59593,-9214.482245422818,3882.4621246165602,140.72952594749427
173,1588690545.59593,-9216.932551308068,3876.643895198623,140.6643317388084
174,1588690546.59593,-9219.37918332006,3870.8241205487707,140.5990814612597
175,1588690547.59593,-9221.822140483566,3865.002802986768,140.533775140857
176,1588690548.59593,-9224.261421824822,3859.1799448329953,140.4684128036314
177,1588690549.59593,-9226.697026371528,3853.3555484084454,140.40299447563635
178,1588690550.59593,-9229.128953152855,3847.529616034726,140.33752018294766
179,1588690551.59593,-9231.557201199432,3841.702150034056,140.27198995166341
180,1588690552.59593,-9233.98176954336,3835.8731527292657,140.20640380790397
181,1588690553.59593,-9236.402657218203,3830.0426264437956,140.140761777812
182,1588690554.59593,-9238.819863258997,3824.210573501696,140.07506388755243
183,1588690555.59593,-9241.233386702243,3818.376996227627,140.00931016331248
184,1588690556.59593,-9243.643226585906,3812.5418969468533,139.9435006313016
185,1588690557.59593,-9246.049381949426,3806.705277985249,139.8776353177515
186,1588690558.59593,-9248.451851833706,3800.8671416692923,139.81171424891613
187,1588690559.59593,-9250.850635281124,3795.0274903260674,139.74573745107168
188,1588690560.59593,-9253.24573133552,3789.1863262832617,139.67970495051648
189,1588690561.59593,-9255.63713904221,3783.343651869165,139.61361677357115
190,1588690562.59593,-9258.024857447976,3777.499469412671,139.54747294657847
191,1588690563.59593,-9260.408885601073,3771.653781243272,139.48127349590337
192,1588690564.59593,-9262.789222551228,3765.806589691063,139.41501844793297
193,1588690565.59593,-9265.165867349637,3759.9578970867365,139.34870782907657
194,1588690566.59593,-9267.538819048967,3754.107705761584,139.28234166576564
195,1588690567.59593,-9269.90807670336,3748.2560180474943,139.21591998445373
196,1588690568.59593,-9272.273639368426,3742.4028362769523,139.14944281161658
197,1588690569.59593,-9274.635506101256,3736.548162783039,139.082910173752
198,1588690570.59593,-9276.993675960406,3730.69199989943,139.01632209737994
199,1588690571.59593,-9279.348148005907,3724.834349960394,138.94967860904242
200,1588690572.59593,-9281.698921299267,3718.9752153007926,138.88297973530356
201,1588690573.59593,-9284.045994903467,3713.1145982560797,138.81622550274957
202,1588690574.59593,-9286.389367882963,3707.2525011622997,138.74941593798874
203,1588690575.59593,-9288.729039303684,3701.388926356087,138.68255106765136
204,1588690576.59593,-9291.065008233036,3695.523876174665,138.6156309183898
205,1588690577.59593,-9293.3972737399,3689.6573529558455,138.54865551687845
206,1588690578.59593,-9295.725834894636,3683.7893590380263,138.48162488981376
207,1588690579.59593,-9298.050690769078,3677.9198967601933,138.41453906391413
208,1588690580.59593,-9300.371840436537,3672.048968461916,138.34739806592003
209,1588690581.59593,-9302.689282971804,3666.1765764833494,138.2802019225939
210,1588690582.59593,-9305.003017451143,3660.3027231652313,138.21295066072014
211,1588690583.59593,-9307.313042952299,3654.427410848882,138.1456443071051
212,1588690584.59593,-9309.619358554495,3648.550641876204,138.07828288857715
213,1588690585.59593,-9311.921963338431,3642.672418589679,138.01086643198659
214,1588690586.59593,-9314.22085638629,3636.7927433323703,137.94339496420562
215,1588690587.59593,-9316.51603678173,3630.911618447918,137.87586851212845
216,1588690588.59593,-9318.807503609893,3625.029046280542,137.80828710267107
217,1588690589.59593,-9321.095255957398,3619.145029175037,137.7406507627715
218,1588690590.59593,-9323.379292912347,3613.2595694767756,137.67295951938965
219,1588690591.59593,-9325.659613564323,3607.3726695317046,137.60521339950722
220,1588690592.59593,-9327.936217004388,3601.4843316863444,137.53741243012786
221,1588690593.59593,-9330.209102325087,3595.594558287789,137.46955663827708
222,1588690594.59593,-9332.478268620445,3589.7033516837046,137.40164605100225
223,1588690595.59593,-9334.743714985974,3583.810714222329,137.3336806953725
224,1588690596.59593,-9337.005440518664,3577.9166482524693,137.26566059847886
225,1588690597.59593,-9339.263444316992,3572.0211561235033,137.19758578743424
226,1588690598.59593,-9341.517725480917,3566.124240185377,137.1294562893732
227,1588690599.59593,-9343.76828311188,3560.2259027886025,137.06127213145226
228,1588690600.59593,-9346.015116312808,3554.3261462842606,136.9930333408496
229,1588690601.59593,-9348.258224188114,3548.4249730239967,136.92473994476526
230,1588690602.59593,-9350.497605843691,3542.5223853600205,136.85639197042102
231,1588690603.59593,-9352.733260386924,3536.6183856451066,136.7879894450604
232,1588690604.59593,-9354.965186926678,3530.7129762325912,136.71953239594865
233,1588690605.59593,-9357.193384573307,3524.806159476373,136.65102085037282
234,1588690606.59593,-9359.417852438652,3518.8979377309124,136.5824548356416
235,1588690607.59593,-9361.638589636033,3512.988313351228,136.5138343790855
236,1588690608.59593,-9363.85559528027,3507.0772886929,136.44515950805658
237,1588690609.59593,-9366.068868487662,3501.164866112064,136.37643024992875
238,1588690610.59593,-9368.278408375996,3495.251047965415,136.30764663209746
239,1588690611.59593,-9370.484214064549,3489.3358366102034,136.23880868197992
240,1588690612.59593,-9372.686284674084,3483.4192344042344,136.16991642701495
241,1588690613.59593,-9374.884619326858,3477.5012437058685,136.10096989466308
242,1588690614.59593,-9377.079217146615,3471.5818668740194,136.0319691124064
243,1588690615.59593,-9379.270077258581,3465.6611062681536,135.96291410774862
244,1588690616.59593,-9381.457198789485,3459.7389642482885,135.89380490821512
245,1588690617.59593,-9383.640580867535,3453.815443174992,135.82464154135286
246,1588690618.59593,-9385.820222622437,3447.890545409383,135.75542403473037
247,1588690619.59593,-9387.996123185381,3441.9642733131273,135.6861524159378
248,1588690620.59593,-9390.168281689057,3436.03662924844,135.61682671258686
249,1588690621.59593,-9392.336697267638,3430.107615578083,135.54744695231074
250,1588690622.59593,-9394.501369056792,3424.177234665363,135.4780131627643
251,1588690623.59593,-9396.662296193683,3418.2454888741327,135.40852537162388
252,1588690624.59593,-9398.819477816964,3412.3123805687883,135.3389836065873
253,1588690625.59593,-9400.97291306678,3406.3779121142693,135.26938789537397
254,1588690626.59593,-9403.122601084771,3400.4420858760577,135.19973826572476
255,1588690627.59593,-9405.268541014071,3394.504904220176,135.13003474540204
256,1588690628.59593,-9407.410731999307,3388.5663695131875,135.06027736218968
257,1588690629.59593,-9409.549173186602,3382.626484122195,134.99046614389297
258,1588690630.59593,-9411.68386372357,3376.685250414839,134.92060111833874
259,1588690631.59593,-9413.814802759325,3370.7426707592977,134.85068231337516
260,1588690632.59593,-9415.941989444473,3364.7987475242862,134.78070975687194
261,1588690633.59593,-9418.065422931115,3358.8534830790545,134.71068347672016
262,1588690634.59593,-9420.185102372852,3352.906879793388,134.64060350083233
263,1588690635.59593,-9422.301026924777,3346.958940037605,134.57046985714234
264,1588690636.59593,-9424.413195743482,3341.0096661825564,134.5002825736055
265,1588690637.59593,-9426.521607987055,3335.0590605996263,134.43004167819848
266,1588690638.59593,-9428.626262815083,3329.107125660728,134.35974719891937
267,1588690639.59593,-9430.72715938865,3323.153863738305,134.28939916378755
268,1588690640.59593,-9432.824296870338,3317.1992772053313,134.21899760084378
269,1588690641.59593,-9434.917674424227,3311.2433684353064,134.14854253815017
270,1588690642.59593,-9437.007291215894,3305.2861398022583,134.0780340037901
271,1588690643.59593,-9439.093146412419,3299.3275936807413,134.0074720258683
272,1588690644.59593,-9441.175239182377,3293.367732445834,133.93685663251088
273,1588690645.59593,-9443.253568695845,3287.40655847314,133.8661878518651
274,1588690646.59593,-9445.328134124402,3281.444074138786,133.79546571209957
275,1588690647.59593,-9447.398934641124,3275.4802818194203,133.72469024140415
276,1588690648.59593,-9449.46596942059,3269.515183892213,133.65386146799003
277,1588690649.59593,-9451.529237638879,3263.548782734855,133.58297942008954
278,1588690650.59593,-9453.58873847357,3257.581080725556,133.51204412595632
279,1588690651.59593,-9455.644471103746,3251.612080243045,133.4410556138652
280,1588690652.59593,-9457.696434709991,3245.6417836665682,133.37001391211223
281,1588690653.59593,-9459.744628474393,3239.670193375888,133.29891904901467
282,1588690654.59593,-9461.789051580537,3233.697311751283,133.22777105291095
283,1588690655.59593,-9463.82970321352,3227.7231411735465,133.1565699521607
284,1588690656.59593,-9465.866582559933,3221.747684023985,133.08531577514472
285,1588690657.59593,-9467.899688807876,3215.770942684419,133.01400855026495
286,1588690658.59593,-9469.929021146954,3209.7929195371794,132.94264830594446
287,1588690659.59593,-9471.954578768273,3203.8136169651093,132.8712350706275
288,1588690660.59593,-9473.976360864444,3197.833037351561,132.79976887277942
289,1588690661.59593,-9475.994366629588,3191.851183080396,132.72824974088664
290,1588690662.59593,-9478.008595259322,3185.868056535984,132.65667770345672
291,1588690663.59593,-9480.019045950776,3179.883660103202,132.58505278901833
292,1588690664.59593,-9482.025717902583,3173.8979961674336,132.5133750261212
293,1588690665.59593,-9484.028610314883,3167.911067114566,132.4416444433361
294,1588690666.59593,-9486.02772238932,3161.9228753309917,132.36986106925485
295,1588690667.59593,-9488.023053329052,3155.933423203607,132.29802493249036
296,1588690668.59593,-9490.014602338737,3149.94271311981,132.22613606167656
297,1588690669.59593,-9492.002368624542,3143.9507474674997,132.15419448546834
298,1588690670.59593,-9493.986351394142,3137.957528635077,132.08220023254168
299,1588690671.59593,-9495.96654985672,3131.963059011441,132.01015333159353
300,1588690672.59593,-9497.94296322297,3125.96734098599,131.93805381134177
301,1588690673.59593,-9499.91559070509,3119.9703769486205,131.86590170052534
302,1588690674.59593,-9501.884431516792,3113.9721692897238,131.7936970279041
303,1588690675.59593,-9503.849484873295,3107.9727204001883,131.72143982225882
304,1588690676.59593,-9505.81074999133,3101.9720326713973,131.64913011239128
305,1588690677.59593,-9507.768226089132,3095.970108495227,131.57676792712417
306,1588690678.59593,-9509.721912386454,3089.9669502640472,131.5043532953011
307,1588690679.59593,-9511.671808104553,3083.9625603707195,131.43188624578653
308,1588690680.59593,-9513.6179124662,3077.956941208596,131.3593668074659
309,1588690681.59593,-9515.560224695679,3071.9500951715195,131.28679500924548
310,1588690682.59593,-9517.49874401878,3065.9420246538207,131.2141708800524
311,1588690683.59593,-9519.433469662812,3059.9327320503194,131.14149444883466
312,1588690684.59593,-9521.364400856592,3053.9222197563226,131.06876574456118
313,1588690685.59593,-9523.291536830446,3047.910490167623,130.9959847962216
314,1588690686.59593,-9525.21487681622,3041.897545680498,130.9231516328264
315,1588690687.59593,-9527.13442004727,3035.8833886917096,130.850266283407
316,1588690688.59593,-9529.050165758466,3029.8680215985046,130.77732877701547
317,1588690689.59593,-9530.96211318619,3023.85144679861,130.70433914272476
318,1588690690.59593,-9532.870261568338,3017.8336666902355,130.63129740962853
319,1588690691.59593,-9534.77461014432,3011.8146836720703,130.55820360684132
320,1588690692.59593,-9536.675158155065,3005.794500143284,130.48505776349828
321,1588690693.59593,-9538.571904843013,2999.773118503524,130.4118599087554
322,1588690694.59593,-9540.464849452119,2993.7505411529164,130.33861007178936
323,1588690695.59593,-9542.353991227856,2987.7267704920623,130.2653082817976
324,1588690696.59593,-9544.239329417209,2981.7018089220396,130.19195456799824
325,1588690697.59593,-9546.120863268681,2975.6756588444005,130.11854895963012
326,1588690698.59593,-9547.998592032294,2969.648322661171,130.0450914859527
327,1588690699.59593,-9549.872514959585,2963.6198027748496,129.9715821762462
328,1588690700.59593,-9551.742631303607,2957.5901015884074,129.89802105981144
329,1588690701.59593,-9553.608940318929,2951.559221505285,129.82440816596994
330,1588690702.59593,-9555.471441261641,2945.5271649293954,129.7507435240638
331,1588690703.59593,-9557.33013338935,2939.4939342651173,129.6770271634558
332,1588690704.59593,-9559.185015961179,2933.4595319173,129.60325911352928
333,1588690705.59593,-9561.036088237772,2927.4239602912585,129.52943940368823
334,1588690706.59593,-9562.88334948129,2921.387221792774,129.45556806335725
335,1588690707.59593,-9564.726798955413,2915.3493188280936,129.38164512198145
336,1588690708.59593,-9566.566435925344,2909.310253803928,129.3076706090266
337,1588690709.59593,-9568.402259657802,2903.27002912745,129.2336445539789
338,1588690710.59593,-9570.234269421026,2897.2286472062974,129.1595669863452
339,1588690711.59593,-9572.062464484776,2891.1861104485665,129.08543793565286
340,1588690712.59593,-9573.886844120332,2885.1424212628153,129.01125743144974
341,1588690713.59593,-9575.707407600497,2879.0975820580607,128.93702550330423
342,1588690714.59593,-9577.524154199595,2873.0515952437786,128.86274218080518
343,1588690715.59593,-9579.337083193466,2867.0044632299014,128.78840749356198
344,1588690716.59593,-9581.146193859478,2860.9561884268187,128.71402147120446
345,1588690717.59593,-9582.95148547652,2854.9067732453764,128.63958414338293
346,1588690718.59593,-9584.752957325001,2848.856220096873,128.56509553976812
347,1588690719.59593,-9586.550608686852,2842.8045313930616,128.49055569005125
348,1588690720.59593,-9588.34443884553,2836.7517095461476,128.41596462394392
349,1588690721.59593,-9590.134447086013,2830.697756968789,128.34132237117817
350,1588690722.59593,-9591.920632694802,2824.6426760740937,128.2666289615064
351,1588690723.59593,-9593.702994959925,2818.5864692756195,128.19188442470147
352,1588690724.59593,-9595.48153317093,2812.529138987373,128.11708879055658
353,1588690725.59593,-9597.256246618892,2806.4706876238088,128.0422420888853
354,1588690726.59593,-9599.027134596408,2800.411117599828,127.96734434952155
355,1588690727.59593,-9600.794196397603,2794.350431330778,127.8923956023196
356,1588690728.59593,-9602.557431318122,2788.288631232451,127.81739587715406
357,1588690729.59593,-9604.316838655144,2782.2257197210824,127.74234520391984
358,1588690730.59593,-9606.072417707364,2776.161699213352,127.66724361253218
359,1588690731.59593,-9607.82416777501,2770.0965721263815,127.5920911329266
360,1588690732.59593,-9609.572088159832,2764.030340877732,127.51688779505892
361,1588690733.59593,-9611.31617816511,2757.963007885407,127.44163362890522
362,1588690734.59593,-9613.056437095649,2751.894575567847,127.36632866446185
363,1588690735.59593,-9614.792864257779,2745.8250463439317,127.29097293174539
364,1588690736.59593,-9616.52545895936,2739.7544226329787,127.21556646079267
365,1588690737.59593,-9618.25422050978,2733.682706854741,127.14010928166074
366,1588690738.59593,-9619.979148219953,2727.609901429407,127.06460142442687
367,1588690739.59593,-9621.70024140232,2721.5360087775994,126.9890429191885
368,1588690740.59593,-9623.417499370858,2715.461031320375,126.91343379606333
369,1588690741.59593,-9625.130921441063,2709.384971479222,126.83777408518915
370,1588690742.59593,-9626.840506929964,2703.30783167606,126.76206381672397
371,1588690743.59593,-9628.546255156123,2697.22961433324,126.68630302084593
372,1588690744.59593,-9630.248165439625,2691.1503218735425,126.6104917277533
373,1588690745.59593,-9631.946237102089,2685.0699567201755,126.53462996766451
374,1588690746.59593,-9633.640469466662,2678.988521296775,126.4587177708181
375,1588690747.59593,-9635.330861858023,2672.906018027404,126.38275516747268
376,1588690748.59593,-9637.017413602382,2666.8224493365515,126.30674218790699
377,1588690749.59593,-9638.700124027477,2660.7378176491297,126.23067886241985
378,1588690750.59593,-9640.37899246258,2654.6521253904757,126.1545652213301
379,1588690751.59593,-9642.054018238492,2648.565374986349,126.07840129497671
380,1588690752.59593,-9643.72520068755,2642.477568862931,126.00218711371863
381,1588690753.59593,-9645.392539143615,2636.3887094468237,125.92592270793486
382,1588690754.59593,-9647.05603294209,2630.2987991650493,125.84960810802444
383,1588690755.59593,-9648.715681419902,2624.207840445048,125.77324334440638
384,1588690756.59593,-9650.371483915516,2618.115835714679,125.69682844751975
385,1588690757.59593,-9652.02343976893,2612.0227874022185,125.62036344782352
386,1588690758.59593,-9653.67154832167,2605.928697936358,125.54384837579668
387,1588690759.59593,-9655.315808916803,2599.8335697462035,125.46728326193819
388,1588690760.59593,-9656.956220898923,2593.737405261276,125.39066813676692
389,1588690761.59593,-9658.592783614162,2587.6402069115093,125.31400303082168
390,1588690762.59593,-9660.225496410187,2581.541977127249,125.23728797466123
391,1588690763.59593,-9661.854358636196,2575.4427183392527,125.16052299886422
392,1588690764.59593,-9663.479369642926,2569.3424329786876,125.08370813402922
393,1588690765.59593,-9665.100528782645,2563.2411234771293,125.00684341077464
394,1588690766.59593,-9666.717835409157,2557.138792266563,124.9299288597388
